carat,cut,color,clarity,depth,table,price,x,y,z,color_classification,z_depth,table_width,volume,top_symmetry,vol_symmetry
2.3,5,4,2,61.6,57.0,15433,8.47,8.41,5.2,2.0,32032.0,48279.0,370.41004000000004,1.0071343638525565,13.698596153846156
1.7,4,2,3,58.2,62.0,10860,7.86,7.81,4.56,1.0,26539.2,48732.0,279.922896,1.0064020486555698,13.461973684210529
0.33,4,6,6,61.5,58.0,579,4.43,4.45,2.73,2.0,16789.5,25694.0,53.817855,0.995505617977528,7.221062271062271
0.5,5,5,7,62.5,53.0,1648,5.09,5.12,3.19,2.0,19937.5,26977.0,83.133952,0.994140625,8.169529780564263
0.23,2,3,4,63.8,57.0,357,3.93,3.84,2.48,1.0,15822.4,22401.000000000004,37.426176,1.0234375,6.085161290322581
0.9,4,5,5,60.2,58.0,4234,6.32,6.28,3.79,2.0,22815.800000000003,36656.0,150.42358400000003,1.0063694267515924,10.472189973614777
1.18,1,3,2,55.9,64.0,4903,7.15,7.01,3.95,1.0,22080.5,45760.0,197.979925,1.0199714693295294,12.688987341772151
1.04,4,3,4,61.7,59.0,6906,6.49,6.45,3.99,1.0,24618.300000000003,38291.0,167.02339500000002,1.006201550387597,10.491353383458646
0.33,5,4,4,62.3,57.0,743,4.43,4.4,2.75,2.0,17132.5,25251.0,53.603,1.0068181818181816,7.088
1.01,4,2,2,59.5,59.0,4751,6.58,6.54,3.9,1.0,23205.0,38822.0,167.82948,1.0061162079510704,11.034153846153847
0.31,5,1,2,62.8,53.0,593,4.37,4.35,2.74,1.0,17207.2,23161.0,52.08603,1.0045977011494254,6.937773722627736
0.95,4,7,6,62.6,59.0,3669,6.23,6.26,3.91,2.0,24476.600000000002,36757.00000000001,152.489218,0.9952076677316295,9.974373401534526
0.29,3,1,6,62.3,59.0,664,4.21,4.26,2.64,1.0,16447.2,24839.0,47.347344,0.9882629107981221,6.7934090909090905
1.01,5,6,3,62.3,59.0,4518,6.41,6.37,3.98,2.0,24795.399999999998,37819.0,162.51016600000003,1.0062794348508635,10.25922110552764
1.5,3,1,3,60.0,59.0,12060,7.41,7.46,4.46,1.0,26760.000000000004,43719.0,246.542556,0.9932975871313673,12.394304932735425
1.01,5,6,5,61.1,54.0,5182,6.46,6.48,3.95,2.0,24134.500000000004,34884.0,165.35016000000002,0.9969135802469135,10.59767088607595
0.32,5,3,7,61.5,56.0,867,4.41,4.43,2.72,1.0,16728.0,24696.0,53.13873600000001,0.9954853273137698,7.182463235294118
1.0,5,2,4,62.5,57.0,7177,6.38,6.45,4.01,1.0,25062.5,36366.0,165.01551,0.9891472868217054,10.262094763092271
1.29,4,6,4,60.4,58.0,6321,7.12,7.03,4.27,2.0,25790.799999999996,41296.0,213.728872,1.0128022759601707,11.722154566744733
0.91,3,3,4,60.8,57.0,4606,6.24,6.25,3.8,1.0,23104.0,35568.0,148.2,0.9984000000000001,10.263157894736842
0.31,5,6,4,61.4,55.0,452,4.35,4.41,2.69,2.0,16516.6,23924.999999999996,51.603615,0.9863945578231291,7.131412639405204
0.35,3,3,5,61.9,56.0,760,4.5,4.53,2.79,1.0,17270.1,25200.0,56.87415000000001,0.9933774834437086,7.306451612903226
0.7,5,7,3,62.3,57.0,1974,5.69,5.71,3.55,2.0,22116.5,32433.000000000004,115.33914499999999,0.9964973730297724,9.152084507042254
0.83,4,1,3,59.7,59.0,3556,6.14,6.12,3.66,1.0,21850.2,36226.0,137.531088,1.0032679738562091,10.266885245901639
0.34,3,6,4,62.1,57.0,477,4.44,4.48,2.77,2.0,17201.7,25308.0,55.098624000000015,0.9910714285714286,7.180938628158846
0.33,4,4,5,61.9,58.0,666,4.43,4.46,2.75,2.0,17022.5,25694.0,54.33395,0.9932735426008968,7.184654545454546
0.8,2,4,2,64.2,55.0,2246,5.89,5.83,3.76,2.0,24139.2,32395.0,129.113512,1.0102915951972555,9.132632978723404
0.44,2,7,5,63.1,57.0,694,4.83,4.87,3.06,2.0,19308.600000000002,27531.0,71.977626,0.9917864476386037,7.686960784313726
0.7,3,5,8,62.8,56.0,2882,5.62,5.65,3.54,2.0,22231.199999999997,31472.000000000004,112.40562000000001,0.9946902654867256,8.969774011299435
1.0,5,4,5,62.7,54.0,6465,6.42,6.37,4.01,2.0,25142.7,34668.0,163.990554,1.0078492935635792,10.198354114713219
0.32,5,1,7,61.9,56.0,1140,4.39,4.36,2.71,1.0,16774.899999999998,24583.999999999996,51.870484,1.006880733944954,7.062878228782288
0.32,4,4,6,61.6,60.0,936,4.4,4.37,2.7,2.0,16632.000000000004,26400.0,51.915600000000005,1.0068649885583525,7.1214814814814815
1.09,5,3,6,62.0,56.0,10196,6.63,6.6,4.1,1.0,25420.0,37128.0,179.40779999999998,1.0045454545454546,10.672682926829268
2.2,4,5,2,58.2,59.0,11147,8.52,8.47,4.94,2.0,28750.800000000003,50267.99999999999,356.492136,1.0059031877213693,14.608178137651821
0.76,4,2,2,61.5,58.0,2688,5.86,5.81,3.59,1.0,22078.5,33988.0,122.22729399999999,1.0086058519793462,9.483732590529248
0.23,3,2,6,61.1,59.0,505,3.94,3.98,2.42,1.0,14786.199999999999,23246.0,37.948504,0.9899497487437185,6.479834710743802
0.5,4,3,1,60.5,60.0,770,5.15,5.07,3.1,1.0,18755.0,30900.0,80.94255000000001,1.0157790927021697,8.422741935483872
0.72,3,4,2,61.9,59.0,2218,5.67,5.71,3.52,2.0,21788.8,33453.0,113.96246400000001,0.9929947460595446,9.197642045454545
0.28,2,2,4,63.7,60.0,625,4.23,4.18,2.68,1.0,17071.600000000002,25380.0,47.386152,1.0119617224880384,6.597537313432835
3.01,4,3,1,62.2,56.0,9925,9.24,9.13,5.73,1.0,35640.600000000006,51744.00000000001,483.3896760000001,1.0120481927710843,14.722722513089005
0.31,5,4,4,61.4,56.0,574,4.34,4.37,2.67,2.0,16393.8,24304.0,50.638686,0.9931350114416475,7.103295880149814
0.47,2,3,5,64.0,60.0,1353,4.96,4.87,3.15,1.0,20160.0,29760.000000000004,76.08888,1.0184804928131417,7.668317460317461
0.73,1,4,3,65.5,56.0,2032,5.68,5.62,3.7,2.0,24235.000000000004,31808.0,118.10992,1.0106761565836297,8.627459459459459
0.72,4,1,3,61.8,58.0,2718,5.81,5.75,3.57,1.0,22062.6,33697.99999999999,119.26477499999999,1.0104347826086957,9.357843137254902
0.77,3,6,4,63.1,58.0,2391,5.86,5.7,3.65,2.0,23031.5,33988.0,121.9173,1.0280701754385966,9.15123287671233
0.9,2,5,7,63.8,59.0,4763,6.13,6.09,3.9,2.0,24882.0,36167.0,145.59363,1.006568144499179,9.572230769230769
1.35,5,7,3,61.9,56.0,6124,7.1,7.08,4.39,2.0,27174.1,39760.0,220.67651999999998,1.002824858757062,11.450569476082006
0.4,5,5,3,62.6,52.0,705,4.73,4.76,2.97,2.0,18592.200000000004,24596.000000000004,66.86895600000001,0.9936974789915968,7.58074074074074
1.02,3,2,2,62.9,56.0,4398,6.36,6.43,4.02,1.0,25285.8,35616.0,164.397096,0.9891135303265942,10.172835820895525
1.83,4,6,5,61.9,57.0,13711,7.91,7.85,4.88,2.0,30207.2,45087.0,303.01628,1.0076433121019108,12.72407786885246
2.0,5,5,2,61.5,57.0,12587,8.04,8.0,4.93,2.0,30319.5,45828.0,317.09759999999994,1.005,13.046653144016226
0.9,2,5,2,63.6,60.0,3193,6.11,6.06,3.87,2.0,24613.2,36660.0,143.292942,1.0082508250825084,9.567596899224807
0.91,5,2,2,61.8,53.0,3723,6.22,6.3,3.87,1.0,23916.6,32966.0,151.64982,0.9873015873015872,10.125581395348837
0.35,5,3,5,62.4,57.0,1011,4.52,4.49,2.81,1.0,17534.399999999998,25764.0,57.028388,1.0066815144766146,7.222348754448398
0.72,3,4,6,60.1,60.0,3449,5.79,5.82,3.49,2.0,20974.9,34740.0,117.60532200000002,0.9948453608247422,9.655530085959885
0.32,5,2,4,62.0,55.0,702,4.38,4.46,2.74,1.0,16988.000000000004,24090.0,53.525352000000005,0.9820627802690582,7.1294890510948905
0.7,5,2,3,62.4,55.0,2614,5.67,5.7,3.55,1.0,22152.0,31185.000000000004,114.73245,0.9947368421052631,9.103943661971833
0.72,4,4,2,59.1,61.0,1764,5.89,5.85,3.47,2.0,20507.700000000004,35929.0,119.564055,1.0068376068376068,9.929827089337175
0.7,5,1,5,62.3,55.0,3840,5.64,5.68,3.53,1.0,21991.899999999998,31020.0,113.08425599999998,0.9929577464788732,9.07512747875354
0.38,2,1,4,63.4,55.0,871,4.63,4.67,2.95,1.0,18703.0,25465.0,63.785195,0.9914346895074947,7.329525423728813
0.75,4,7,3,61.7,56.0,1958,5.92,5.81,3.62,2.0,22335.4,33152.0,124.51062399999999,1.0189328743545611,9.501436464088396
0.31,5,3,7,62.0,55.0,828,4.34,4.37,2.7,1.0,16740.0,23870.0,51.207660000000004,0.9931350114416475,7.02437037037037
0.3,2,3,5,63.7,56.0,731,4.28,4.26,2.72,1.0,17326.4,23968.0,49.593216000000005,1.0046948356807512,6.703235294117647
0.54,5,2,3,61.6,57.0,1410,5.23,5.26,3.23,1.0,19896.8,29811.0,88.856654,0.9942965779467682,8.516965944272446
0.59,5,2,3,61.7,56.0,1633,5.35,5.45,3.33,1.0,20546.100000000002,29959.999999999996,97.094475,0.9816513761467889,8.756006006006006
0.26,5,3,3,61.8,55.0,447,4.12,4.14,2.55,1.0,15758.999999999998,22660.0,43.494839999999996,0.995169082125604,6.688941176470588
1.23,5,2,6,61.7,57.0,12539,6.85,6.91,4.25,1.0,26222.500000000004,39045.0,201.167375,0.9913169319826338,11.137294117647059
0.51,5,5,4,62.9,57.0,1397,5.07,5.1,3.2,2.0,20128.0,28899.0,82.7424,0.9941176470588237,8.0803125
2.48,3,6,2,63.0,62.0,17448,8.58,8.62,5.42,2.0,34146.0,53196.0,400.86103199999997,0.9953596287703017,13.645682656826567
0.5,4,1,3,62.1,58.0,1654,5.1,5.07,3.16,1.0,19623.600000000002,29579.999999999996,81.70812000000001,1.0059171597633134,8.18259493670886
0.87,5,2,3,61.5,57.0,5112,6.12,6.15,3.77,1.0,23185.5,34884.0,141.89526,0.9951219512195122,9.983554376657827
0.38,5,2,3,61.0,56.0,694,4.68,4.69,2.86,1.0,17445.999999999996,26208.0,62.774712,0.9978678038379529,7.674545454545456
1.01,3,2,6,63.1,57.0,8849,6.31,6.39,4.01,1.0,25303.100000000002,35966.99999999999,161.68680899999998,0.9874804381846636,10.05508728179551
1.33,3,5,2,60.8,59.0,6071,7.07,7.11,4.31,2.0,26204.799999999996,41713.0,216.653787,0.9943741209563994,11.663039443155455
0.83,5,5,2,62.3,54.0,2565,6.04,6.07,3.77,2.0,23487.1,32616.000000000004,138.218756,0.9950576606260296,9.724880636604775
1.76,4,6,2,62.0,58.0,10043,7.76,7.72,4.8,2.0,29759.999999999996,45008.0,287.55456,1.005181347150259,12.480666666666666
0.41,4,2,5,59.9,58.0,1153,4.88,4.83,2.91,1.0,17430.9,28304.000000000004,68.589864,1.010351966873706,8.099793814432989
1.51,4,6,4,63.0,60.0,9116,7.3,7.25,4.58,2.0,28854.000000000004,43800.0,242.3965,1.006896551724138,11.555676855895197
0.31,3,6,4,61.6,56.0,468,4.36,4.39,2.69,2.0,16570.4,24416.000000000004,51.487676,0.9931662870159454,7.115390334572491
1.27,4,5,4,58.9,61.0,5832,7.09,7.03,4.16,2.0,24502.4,43249.0,207.34563200000002,1.0085348506401137,11.981418269230769
1.2,3,6,3,62.6,57.0,5476,6.74,6.77,4.23,2.0,26479.800000000007,38418.0,193.01405400000002,0.9955686853766619,10.787186761229313
0.3,3,5,7,63.4,55.0,878,4.3,4.28,2.72,2.0,17244.8,23650.0,50.05888,1.0046728971962615,6.766176470588235
0.59,2,4,5,60.4,61.2,1910,5.38,5.43,3.26,2.0,19690.4,32925.600000000006,95.23568399999998,0.990791896869245,8.961165644171778
1.52,4,3,5,61.0,58.0,15522,7.42,7.39,4.52,1.0,27571.999999999996,43036.0,247.84877599999996,1.0040595399188093,12.13137168141593
1.05,4,3,2,61.1,59.0,3672,6.54,6.61,4.02,1.0,24562.199999999997,38586.0,173.782188,0.989409984871407,10.753582089552241
1.0,3,3,4,61.1,60.0,6619,6.36,6.43,3.91,1.0,23890.100000000002,38160.0,159.89866800000001,0.9891135303265942,10.459028132992328
1.01,4,4,5,62.3,59.0,6499,6.38,6.42,3.99,2.0,24857.7,37642.0,163.428804,0.9937694704049844,10.265563909774436
1.36,5,3,2,62.0,56.0,7157,7.08,7.11,4.4,1.0,27280.0,39648.0,221.49072000000004,0.9957805907172995,11.440636363636363
1.0,1,5,6,65.3,58.0,4312,6.25,6.18,4.06,2.0,26511.799999999996,36250.0,156.8175,1.011326860841424,9.513546798029557
1.01,4,1,8,61.6,56.0,16234,6.46,6.43,3.97,1.0,24455.2,36176.0,164.905066,1.0046656298600312,10.46292191435768
0.51,5,2,4,62.4,57.0,1656,5.1,5.13,3.19,1.0,19905.6,29070.0,83.45996999999998,0.9941520467836257,8.20156739811912
0.32,5,1,7,62.1,54.0,988,4.43,4.4,2.74,1.0,17015.4,23921.999999999996,53.408080000000005,1.0068181818181816,7.113868613138686
0.33,4,4,5,60.1,61.0,854,4.48,4.44,2.68,2.0,16106.800000000001,27328.000000000004,53.308416000000015,1.009009009009009,7.422089552238807
1.73,4,3,4,61.2,58.0,16975,7.76,7.69,4.73,1.0,28947.600000000006,45008.0,282.25991200000004,1.0091027308192457,12.616152219873149
1.71,5,4,5,62.2,55.0,17595,7.72,7.65,4.78,2.0,29731.600000000002,42460.0,282.29724,1.0091503267973856,12.355230125523011
0.32,5,3,4,62.2,55.0,828,4.37,4.35,2.71,1.0,16856.2,24035.0,51.515744999999995,1.0045977011494254,7.014575645756457
0.38,3,4,7,61.3,57.0,995,4.62,4.68,2.85,2.0,17470.5,26334.000000000004,61.62156,0.9871794871794872,7.586526315789474
0.39,5,4,5,62.6,55.0,1077,4.69,4.66,2.93,2.0,18341.8,25795.000000000004,64.03632200000001,1.0064377682403434,7.459180887372014
0.3,5,5,6,61.5,56.0,605,4.33,4.35,2.67,2.0,16420.5,24248.0,50.290785,0.9954022988505749,7.054494382022472
1.68,5,5,4,61.3,56.0,13427,7.77,7.67,4.73,2.0,28994.9,43512.0,281.888607,1.013037809647979,12.599556025369976
1.01,2,6,3,63.6,55.0,3959,6.39,6.31,4.04,2.0,25694.4,35145.0,162.89643599999997,1.012678288431062,9.980420792079206
0.5,4,7,3,60.7,58.0,1125,5.13,5.11,3.11,2.0,18877.7,29754.000000000004,81.526473,1.0039138943248531,8.42903536977492
0.3,2,4,4,63.5,54.0,526,4.25,4.28,2.71,2.0,17208.5,22950.0,49.294900000000005,0.9929906542056074,6.7121771217712185
0.36,5,4,5,61.5,58.0,725,4.59,4.61,2.83,2.0,17404.5,26621.999999999996,59.882517,0.9956616052060736,7.476996466431095
1.51,3,4,4,59.3,58.0,11161,7.32,7.49,4.39,2.0,26032.699999999993,42456.0,240.689652,0.9773030707610147,12.489020501138954
1.0,3,2,3,63.3,57.0,5113,6.28,6.32,3.99,1.0,25256.7,35796.0,158.36150400000002,0.9936708860759493,9.947268170426065
0.32,5,3,8,61.2,57.0,949,4.4,4.42,2.7,1.0,16524.0,25080.0,52.509600000000006,0.9954751131221721,7.202962962962963
0.33,5,2,5,59.6,56.0,781,4.49,4.54,2.69,1.0,16032.400000000001,25144.0,54.834574,0.9889867841409692,7.577918215613384
2.0,4,4,2,60.8,55.0,13007,8.09,7.95,4.88,2.0,29670.4,44495.0,313.85964,1.0176100628930818,13.179405737704919
0.43,4,3,4,61.1,57.0,968,4.9,4.86,2.98,1.0,18207.8,27930.0,70.96572,1.008230452674897,7.991275167785236
1.19,4,7,3,63.0,54.0,4498,6.82,6.74,4.27,2.0,26901.0,36828.0,196.27823600000002,1.0118694362017804,10.765058548009371
0.51,5,1,7,61.7,56.0,2797,5.12,5.16,3.17,1.0,19558.9,28672.000000000004,83.748864,0.9922480620155039,8.334132492113564
0.7,5,4,5,60.9,56.0,2995,5.76,5.8,3.52,2.0,21436.8,32256.0,117.59616000000001,0.993103448275862,9.490909090909092
1.33,5,7,5,62.5,58.0,6449,6.99,7.03,4.38,2.0,27375.0,40542.0,215.231886,0.9943100995732574,11.219109589041098
0.52,3,5,4,63.5,58.0,1385,5.12,5.11,3.25,2.0,20637.5,29695.999999999996,85.03040000000001,1.0019569471624266,8.050215384615386
0.91,4,4,3,61.8,60.0,3975,6.21,6.18,3.83,2.0,23669.399999999998,37260.0,146.986974,1.0048543689320388,10.020313315926893
0.9,3,6,3,62.3,56.0,3308,6.12,6.18,3.83,2.0,23860.899999999998,34272.0,144.85672799999998,0.9902912621359224,9.87509138381201
0.9,5,7,4,62.5,57.0,3255,6.16,6.26,3.88,2.0,24250.0,35112.0,149.61900799999998,0.9840255591054313,9.938556701030928
0.72,5,3,5,61.4,56.0,3759,5.75,5.79,3.54,1.0,21735.6,32200.0,117.85544999999999,0.9930915371329879,9.404661016949152
0.91,3,3,3,62.2,57.0,4108,6.19,6.25,3.87,1.0,24071.4,35283.00000000001,149.720625,0.9904000000000001,9.996770025839792
0.51,5,2,3,61.5,55.0,1438,5.16,5.18,3.18,1.0,19557.000000000004,28380.0,84.997584,0.9961389961389963,8.405283018867925
1.51,3,3,7,62.6,59.0,18777,7.33,7.24,4.56,1.0,28545.599999999995,43247.0,241.99555199999998,1.0124309392265194,11.637982456140353
1.25,5,7,4,62.6,54.0,5067,6.94,6.9,4.33,2.0,27105.8,37476.00000000001,207.34638,1.0057971014492755,11.059122401847576
0.45,1,3,3,66.8,59.0,794,4.79,4.63,3.16,1.0,21108.8,28261.0,70.081532,1.0345572354211663,7.018259493670885
0.3,5,3,4,61.6,57.0,605,4.28,4.32,2.65,1.0,16324.0,24396.0,48.997440000000005,0.9907407407407407,6.9772075471698125
1.03,5,5,2,60.6,56.0,4283,6.53,6.63,3.99,2.0,24179.4,36568.0,172.742661,0.9849170437405732,10.850601503759398
0.7,3,4,2,63.3,57.0,1814,5.61,5.51,3.52,2.0,22281.6,31977.000000000004,108.807072,1.0181488203266789,8.7815625
0.35,5,1,3,62.3,55.0,644,4.51,4.54,2.82,1.0,17568.6,24805.0,57.740628,0.9933920704845814,7.260780141843973
2.33,5,6,4,62.0,57.0,17504,8.52,8.45,5.26,2.0,32612.0,48564.0,378.6884399999999,1.008284023668639,13.687072243346005
2.13,5,7,4,62.1,55.0,15258,8.23,8.29,5.13,2.0,31857.3,45265.0,350.00297099999995,0.9927623642943306,13.299551656920077
0.39,5,4,2,61.2,56.0,603,4.71,4.73,2.89,2.0,17686.800000000003,26376.0,64.384287,0.9957716701902748,7.708754325259516
0.81,5,5,5,61.8,58.0,3257,5.97,6.04,3.71,2.0,22927.8,34626.0,133.778148,0.9884105960264901,9.719353099730458
0.33,5,1,6,60.3,57.0,1062,4.52,4.47,2.71,1.0,16341.299999999997,25764.0,54.75392399999999,1.0111856823266219,7.455498154981549
1.03,1,5,2,66.3,57.0,3749,6.35,6.25,4.18,2.0,27713.399999999994,36195.0,165.89374999999998,1.016,9.494617224880383
0.53,5,3,2,61.7,56.0,1142,5.23,5.24,3.23,1.0,19929.1,29288.0,88.51879600000001,0.9980916030534351,8.484582043343655
0.31,3,4,4,58.8,62.0,471,4.4,4.41,2.59,2.0,15229.199999999997,27280.0,50.25636000000001,0.997732426303855,7.4918918918918935
0.31,3,4,4,60.9,57.0,559,4.37,4.39,2.67,2.0,16260.299999999997,24909.0,51.222081,0.9954441913439637,7.185131086142323
0.77,5,1,5,62.2,55.0,4039,5.85,5.88,3.65,1.0,22703.0,32175.0,125.55269999999999,0.9948979591836734,9.424109589041095
1.8,5,5,5,62.3,56.0,15105,7.79,7.76,4.84,2.0,30153.199999999997,43624.0,292.579936,1.0038659793814433,12.489752066115702
0.91,4,3,2,58.9,61.0,3546,6.36,6.33,3.74,1.0,22028.6,38796.0,150.567912,1.004739336492891,10.764385026737967
0.8,3,3,3,63.5,58.0,3082,5.89,5.85,3.73,1.0,23685.5,34162.0,128.522745,1.0068376068376068,9.237667560321716
0.55,5,4,6,60.8,56.9,2064,5.27,5.31,3.22,2.0,19577.600000000002,29986.299999999996,90.107514,0.992467043314501,8.690590062111799
1.2,3,6,5,62.4,56.0,6167,6.78,6.74,4.22,2.0,26332.799999999996,37968.0,192.842184,1.0059347181008902,10.82872037914692
0.43,5,5,8,61.9,55.0,1151,4.87,4.89,3.02,2.0,18693.8,26785.000000000004,71.919186,0.9959100204498978,7.885529801324503
0.7,3,4,5,62.8,57.0,2475,5.63,5.68,3.55,2.0,22293.999999999996,32090.999999999996,113.52331999999998,0.9911971830985916,9.008
0.37,5,2,4,61.9,53.0,811,4.62,4.65,2.87,1.0,17765.3,24486.0,61.65621,0.9935483870967742,7.485365853658537
0.41,4,3,5,60.8,58.0,1076,4.82,4.76,2.91,1.0,17692.8,27956.0,66.764712,1.012605042016807,7.88426116838488
0.55,5,6,7,61.7,56.0,1593,5.24,5.29,3.25,2.0,20052.5,29344.0,90.0887,0.9905482041587902,8.529107692307692
0.31,5,2,7,60.5,57.0,942,4.38,4.41,2.66,1.0,16093.0,24966.0,51.380028,0.9931972789115646,7.26157894736842
0.9,4,2,4,61.4,57.0,4435,6.19,6.16,3.79,1.0,23270.6,35283.00000000001,144.514216,1.00487012987013,10.060791556728233
0.9,5,6,3,62.0,56.0,3537,6.16,6.23,3.84,2.0,23808.0,34496.0,147.366912,0.9887640449438202,9.993958333333335
0.5,5,1,6,60.7,57.0,2376,5.2,5.15,3.14,1.0,19059.800000000003,29640.000000000004,84.0892,1.0097087378640777,8.528662420382165
0.55,3,2,3,61.0,61.0,1551,5.25,5.3,3.22,1.0,19642.0,32025.0,89.5965,0.9905660377358491,8.641304347826086
0.9,2,5,5,64.0,59.0,3669,6.05,6.01,3.86,2.0,24704.0,35695.0,140.35152999999997,1.0066555740432612,9.41981865284974
1.51,4,4,5,59.5,59.0,14156,7.45,7.41,4.42,2.0,26299.0,43955.0,244.00389,1.0053981106612686,12.489705882352942
0.32,5,6,5,60.9,56.7,529,4.41,4.44,2.69,2.0,16382.1,25004.700000000004,52.671276,0.9932432432432432,7.278959107806692
1.0,4,3,6,60.6,54.0,8924,6.56,6.52,3.96,1.0,23997.6,35423.99999999999,169.37395199999997,1.0061349693251533,10.800808080808078
1.24,5,4,6,61.4,58.0,10395,6.88,6.92,4.24,2.0,26033.600000000002,39904.0,201.86470400000002,0.9942196531791907,11.228679245283018
0.91,4,5,3,60.2,52.0,2935,6.27,6.15,3.74,2.0,22514.800000000003,32603.999999999996,144.21627,1.019512195121951,10.310294117647057
0.31,5,4,8,61.0,57.0,891,4.36,4.39,2.67,2.0,16287.0,24852.0,51.104867999999996,0.9931662870159454,7.168689138576779
0.44,2,1,4,63.6,56.0,1009,4.81,4.84,3.07,1.0,19525.199999999997,26935.999999999996,71.47082799999998,0.993801652892562,7.583192182410423
0.53,5,2,6,62.0,58.0,2230,5.16,5.2,3.21,1.0,19902.0,29928.000000000004,86.13072,0.9923076923076923,8.358878504672898
0.31,4,4,3,61.4,58.0,593,4.35,4.31,2.66,2.0,16332.400000000001,25230.0,49.87100999999999,1.0092807424593968,7.04830827067669
1.0,4,3,3,59.4,62.0,3881,6.55,6.52,3.88,1.0,23047.199999999997,40610.0,165.69928,1.0046012269938651,11.006701030927834
0.54,5,2,2,60.4,57.0,1340,5.33,5.27,3.2,1.0,19328.0,30381.0,89.88512,1.0113851992409868,8.777843749999999
0.51,5,5,8,59.6,59.0,2063,5.2,5.24,3.11,2.0,18535.6,30680.0,84.74128,0.9923664122137404,8.761414790996785
0.43,5,3,6,62.2,55.0,1169,4.83,4.85,3.01,1.0,18722.2,26564.999999999996,70.51075499999999,0.9958762886597939,7.782558139534884
1.03,5,3,2,61.9,56.0,4280,6.47,6.43,3.99,1.0,24698.1,36232.0,165.992379,1.0062208398133747,10.426591478696741
0.7,1,1,2,67.8,58.0,1770,5.51,5.44,3.71,1.0,25153.8,31958.0,111.205024,1.0128676470588234,8.079353099730458
0.34,4,3,4,60.7,60.0,686,4.46,4.5,2.72,1.0,16510.4,26760.000000000004,54.5904,0.991111111111111,7.378676470588235
0.42,4,3,3,60.6,61.0,926,4.87,4.83,2.94,1.0,17816.399999999998,29707.0,69.15497400000001,1.0082815734989647,8.000714285714286
0.9,3,4,4,60.5,60.0,4296,6.2,6.24,3.76,2.0,22748.0,37200.0,145.46688,0.9935897435897436,10.28936170212766
0.32,5,2,4,61.4,57.0,780,4.46,4.4,2.72,1.0,16700.8,25422.0,53.37728000000001,1.0136363636363634,7.214705882352941
1.5,5,4,3,61.0,57.0,12009,7.38,7.41,4.51,2.0,27511.0,42066.0,246.632958,0.9959514170040485,12.125454545454547
0.32,4,4,8,62.0,60.0,1020,4.41,4.37,2.72,2.0,16864.0,26460.000000000004,52.419024000000014,1.0091533180778032,7.0851838235294125
1.0,2,6,4,62.6,59.0,4081,6.28,6.33,3.95,2.0,24727.0,37052.00000000001,157.02198,0.9921011058451817,10.063898734177215
0.62,4,2,2,60.7,58.0,1271,5.53,5.51,3.35,1.0,20334.500000000004,32074.0,102.075505,1.0036297640653358,9.095611940298507
0.52,4,2,2,61.1,57.0,1088,5.23,5.12,3.16,1.0,19307.600000000002,29811.0,84.61721600000001,1.021484375,8.473924050632911
1.0,1,4,2,70.2,58.0,2326,6.0,5.73,4.13,2.0,28992.6,34800.0,141.98940000000002,1.0471204188481675,8.32445520581114
1.01,3,2,4,61.7,56.0,5777,6.41,6.45,3.97,1.0,24494.9,35896.0,164.13766500000003,0.993798449612403,10.414231738035264
1.12,5,7,2,62.5,57.0,4325,6.63,6.59,4.13,2.0,25812.5,37791.0,180.446721,1.0060698027314112,10.57910411622276
0.51,3,4,6,63.1,58.0,1974,5.11,5.07,3.21,2.0,20255.100000000002,29638.0,83.163717,1.0078895463510849,8.070934579439253
0.39,2,6,5,63.1,58.0,737,4.68,4.61,2.93,2.0,18488.3,27144.0,63.214164000000004,1.0151843817787418,7.363412969283276
2.03,4,4,4,60.9,59.0,18166,8.17,8.14,4.97,2.0,30267.3,48203.0,330.52388599999995,1.0036855036855037,13.381046277665996
0.7,3,7,2,63.2,60.0,1959,5.58,5.62,3.54,2.0,22372.8,33480.0,111.012984,0.9928825622775801,8.858644067796611
1.51,4,5,4,61.2,59.0,7534,7.4,7.38,4.52,2.0,27662.399999999998,43660.0,246.84624,1.0027100271002711,12.082300884955753
0.54,5,2,4,61.0,56.0,1847,5.28,5.25,3.21,1.0,19581.0,29568.0,88.9812,1.0057142857142858,8.63551401869159
1.65,5,7,3,62.5,56.0,8334,7.59,7.54,4.73,2.0,29562.5,42504.0,270.691278,1.006631299734748,12.09906976744186
2.0,2,4,2,64.3,56.0,12654,7.93,7.89,5.09,2.0,32728.699999999997,44408.0,318.469593,1.0050697084917617,12.292278978388998
1.04,5,5,4,61.0,57.0,5189,6.56,6.53,3.99,2.0,24339.0,37391.99999999999,170.918832,1.004594180704441,10.736040100250625
0.51,5,1,5,61.9,57.0,2177,5.17,5.14,3.19,1.0,19746.1,29469.0,84.770422,1.0058365758754864,8.330344827586206
0.7,4,5,1,60.0,59.0,1621,5.8,5.77,3.47,2.0,20820.0,34220.0,116.12701999999999,1.0051993067590987,9.64438040345821
0.39,4,7,5,61.0,62.0,790,4.71,4.66,2.86,2.0,17445.999999999996,29202.0,62.77299599999999,1.0107296137339055,7.674335664335664
0.7,3,4,3,62.1,58.0,2106,5.66,5.7,3.53,2.0,21921.3,32828.0,113.88485999999999,0.9929824561403509,9.139376770538243
0.38,5,1,5,62.0,57.0,882,4.69,4.7,2.91,1.0,18042.0,26733.000000000004,64.14513000000001,0.997872340425532,7.57491408934708
