carat,cut,color,clarity,depth,table,price,x,y,z,color_classification,z_depth,table_width
0.55,5,3,4,61.7,56.0,1692,5.26,5.3,3.26,Colorless,20114.2,29456.0
0.58,5,3,7,61.6,57.0,2728,5.33,5.38,3.3,Colorless,20328.0,30381.0
1.0,3,3,5,63.7,57.0,7350,6.33,6.35,4.04,Colorless,25734.800000000003,36081.0
2.09,3,3,2,62.7,61.0,16824,8.07,8.14,5.08,Colorless,31851.600000000002,49227.00000000001
0.31,3,4,4,63.4,59.0,698,4.32,4.29,2.73,Near Colorless,17308.2,25488.000000000004
0.27,3,1,6,62.3,57.0,622,4.13,4.15,2.58,Colorless,16073.400000000001,23541.0
1.06,3,5,3,59.3,59.0,5664,6.66,6.7,3.96,Near Colorless,23482.799999999996,39294.0
0.52,3,4,5,62.4,60.0,1689,5.11,5.12,3.19,Near Colorless,19905.6,30660.000000000004
1.05,3,1,4,62.9,57.0,6373,6.39,6.51,4.06,Colorless,25537.399999999998,36422.99999999999
2.17,2,5,2,58.9,62.0,16036,8.48,8.52,5.01,Near Colorless,29508.9,52576.0
1.51,2,3,4,64.0,59.0,8794,7.16,7.08,4.56,Colorless,29183.999999999996,42244.0
0.93,2,4,3,63.8,58.0,4452,6.09,6.14,3.9,Near Colorless,24882.0,35322.0
0.9,4,3,5,62.7,58.0,5088,6.14,6.17,3.86,Colorless,24202.2,35612.0
0.4,3,2,7,63.8,56.0,1142,4.68,4.72,3.0,Colorless,19139.999999999996,26208.0
0.51,4,5,4,60.9,60.0,1202,5.19,5.16,3.15,Near Colorless,19183.499999999996,31140.000000000004
0.7,2,5,2,63.8,57.0,1856,5.58,5.55,3.55,Near Colorless,22648.999999999996,31806.0
1.11,5,5,3,62.3,55.0,5456,6.7,6.65,4.16,Near Colorless,25916.8,36850.0
2.01,4,5,2,61.5,59.0,11635,8.12,8.08,4.98,Near Colorless,30627.000000000004,47907.99999999999
1.11,3,2,7,60.2,59.0,11330,6.67,6.79,4.05,Colorless,24381.0,39353.0
0.3,5,5,8,61.5,58.0,764,4.28,4.3,2.64,Near Colorless,16236.000000000002,24824.0
0.32,5,5,5,63.0,57.0,720,4.35,4.32,2.73,Near Colorless,17199.0,24795.0
0.71,5,5,2,59.4,57.0,2258,5.87,5.81,3.47,Near Colorless,20611.8,33459.0
0.4,4,4,3,59.6,61.0,840,4.76,4.74,2.83,Near Colorless,16866.8,29036.0
0.58,5,4,8,60.9,57.0,2508,5.39,5.46,3.3,Near Colorless,20096.999999999996,30722.999999999996
1.13,4,4,3,60.9,58.0,5600,6.75,6.72,4.1,Near Colorless,24968.999999999996,39150.0
0.34,5,5,8,61.8,54.0,863,4.51,4.55,2.8,Near Colorless,17304.0,24354.0
2.16,3,4,2,62.6,55.0,15166,8.2,8.25,5.14,Near Colorless,32176.4,45099.99999999999
0.3,4,1,3,62.1,59.0,515,4.29,4.31,2.67,Colorless,16580.699999999997,25311.0
0.7,3,6,6,63.1,57.0,2398,5.63,5.68,3.57,Near Colorless,22526.7,32090.999999999996
0.51,3,2,5,58.1,60.0,1583,5.28,5.32,3.08,Colorless,17894.8,31680.0
0.4,3,4,3,63.1,56.0,840,4.75,4.72,2.99,Near Colorless,18866.9,26600.0
0.63,5,1,8,62.5,55.0,6549,5.47,5.5,3.43,Colorless,21437.5,30084.999999999996
0.52,5,3,8,60.3,60.0,2427,5.24,5.27,3.17,Colorless,19115.1,31440.000000000004
0.5,3,4,7,61.5,56.0,1843,5.11,5.14,3.15,Near Colorless,19372.5,28616.000000000004
1.2,1,7,3,65.2,58.0,4838,6.67,6.58,4.32,Near Colorless,28166.400000000005,38686.0
0.34,4,4,4,61.0,58.0,596,4.46,4.49,2.73,Near Colorless,16653.0,25868.0
0.7,2,2,3,63.8,57.0,2569,5.59,5.63,3.58,Colorless,22840.4,31863.0
0.27,5,2,4,60.8,56.0,537,4.25,4.23,2.58,Colorless,15686.4,23800.0
0.9,3,2,3,62.3,61.0,3868,6.12,6.17,3.83,Colorless,23860.899999999998,37332.0
0.56,3,2,4,61.7,56.0,1755,5.25,5.31,3.26,Colorless,20114.2,29400.0
0.5,5,1,5,62.2,54.4,2033,5.07,5.11,3.16,Colorless,19655.2,27580.8
0.76,5,1,5,61.7,56.0,4377,5.84,5.87,3.61,Colorless,22273.7,32703.999999999996
1.01,5,3,1,62.2,54.0,3377,6.42,6.44,4.0,Colorless,24880.0,34668.0
0.3,5,2,5,61.8,56.0,670,4.32,4.35,2.68,Colorless,16562.399999999998,24192.0
0.31,5,1,6,62.4,56.0,982,4.38,4.34,2.72,Colorless,16972.8,24528.0
0.31,5,1,4,62.7,57.0,942,4.34,4.3,2.71,Colorless,16991.7,24738.0
0.36,4,1,2,61.2,59.0,689,4.59,4.56,2.8,Colorless,17136.0,27081.0
1.01,2,5,3,59.5,62.0,5197,6.49,6.55,3.88,Near Colorless,23086.0,40238.0
0.73,4,4,3,62.8,59.0,2351,5.76,5.68,3.59,Near Colorless,22545.199999999997,33984.0
0.4,2,4,2,63.4,59.0,596,4.64,4.66,2.95,Near Colorless,18703.0,27376.0
0.79,3,3,3,62.9,57.0,3519,5.86,5.94,3.71,Colorless,23335.899999999998,33402.00000000001
1.01,5,1,7,62.5,55.0,11661,6.39,6.44,4.01,Colorless,25062.5,35145.0
0.57,3,2,5,62.9,57.0,1883,5.27,5.29,3.32,Colorless,20882.799999999996,30039.0
0.28,5,4,5,62.1,55.0,490,4.22,4.25,2.63,Near Colorless,16332.300000000001,23210.0
1.0,3,2,4,61.9,57.0,6732,6.35,6.38,3.94,Colorless,24388.6,36195.0
2.15,5,5,2,61.8,57.0,17219,8.3,8.24,5.11,Near Colorless,31579.8,47310.0
0.34,4,3,2,60.0,58.0,574,4.58,4.55,2.74,Colorless,16440.0,26564.0
1.01,3,2,3,62.8,60.0,5132,6.38,6.39,4.01,Colorless,25182.799999999996,38280.0
1.04,5,3,1,61.6,57.0,3718,6.51,6.46,4.0,Colorless,24640.0,37107.0
0.61,5,3,5,60.7,56.0,2306,5.52,5.49,3.34,Colorless,20273.8,30912.0
1.01,4,4,6,61.4,58.0,6843,6.46,6.51,3.98,Near Colorless,24437.199999999997,37468.0
0.52,5,5,8,62.1,57.0,1956,5.13,5.16,3.19,Near Colorless,19809.899999999998,29240.999999999996
1.14,4,3,7,59.4,59.0,11654,6.87,6.8,4.06,Colorless,24116.399999999994,40533.0
1.5,4,3,2,58.5,60.0,7644,7.52,7.48,4.39,Colorless,25681.5,45120.0
0.35,2,4,3,63.8,54.0,669,4.48,4.46,2.85,Near Colorless,18183.0,24192.0
1.14,4,6,3,60.1,60.0,4788,6.81,6.76,4.08,Near Colorless,24520.8,40860.0
0.75,3,2,3,62.3,58.0,2923,5.78,5.81,3.61,Colorless,22490.3,33524.0
1.0,3,1,2,63.5,59.0,4295,6.35,6.32,4.02,Colorless,25527.0,37465.0
0.26,3,6,6,62.7,55.0,427,4.09,4.12,2.57,Near Colorless,16113.900000000001,22495.0
1.23,3,5,3,62.3,58.0,6542,6.79,6.83,4.24,Near Colorless,26415.199999999997,39382.0
0.42,5,4,7,61.1,56.0,1235,4.87,4.82,2.96,Near Colorless,18085.6,27272.000000000004
1.02,4,2,3,59.2,56.0,5655,6.63,6.57,3.91,Colorless,23147.2,37128.0
1.07,4,4,2,62.9,59.0,4401,6.58,6.51,4.12,Near Colorless,25914.800000000003,38822.0
1.01,4,2,7,61.6,58.0,10888,6.57,6.45,4.01,Colorless,24701.6,38106.0
0.4,3,4,3,60.0,63.0,900,4.8,4.76,2.87,Near Colorless,17220.0,30239.999999999996
1.03,4,5,5,62.0,59.0,5523,6.45,6.48,4.01,Near Colorless,24861.999999999996,38055.0
0.59,3,3,3,63.1,57.0,2124,5.39,5.36,3.39,Colorless,21390.9,30722.999999999996
1.04,4,4,3,62.6,55.0,4948,6.49,6.42,4.04,Near Colorless,25290.4,35695.0
0.83,5,5,7,61.7,57.0,3570,6.02,6.07,3.73,Near Colorless,23014.100000000002,34314.0
0.3,3,5,4,63.5,59.0,608,4.27,4.2,2.69,Near Colorless,17081.5,25192.999999999996
0.71,4,2,3,62.7,58.0,2853,5.73,5.66,3.57,Colorless,22383.9,33234.0
1.52,3,4,4,61.9,56.0,13161,7.28,7.39,4.54,Near Colorless,28102.600000000002,40768.0
0.33,3,4,7,62.8,59.0,868,4.38,4.44,2.77,Near Colorless,17395.6,25842.0
1.2,4,5,2,62.1,57.0,3965,6.84,6.69,4.21,Near Colorless,26144.100000000002,38988.0
0.71,3,3,2,60.9,56.0,2036,5.8,5.83,3.54,Colorless,21558.6,32480.0
0.39,5,4,4,60.7,54.0,745,4.74,4.77,2.89,Near Colorless,17542.3,25596.0
1.0,4,1,5,62.7,60.0,8020,6.36,6.31,3.97,Colorless,24891.9,38160.0
1.4,5,5,8,60.9,57.0,10976,7.22,7.29,4.42,Near Colorless,26917.8,41154.0
1.0,4,7,3,60.8,58.0,3712,6.39,6.44,3.9,Near Colorless,23711.999999999996,37062.0
1.04,5,3,3,62.1,56.0,4426,6.54,6.47,4.04,Colorless,25088.4,36624.0
1.51,3,6,2,62.5,59.0,7400,7.27,7.32,4.56,Near Colorless,28500.0,42892.99999999999
0.43,5,3,6,61.9,56.0,1250,4.87,4.82,3.0,Colorless,18570.0,27272.000000000004
1.29,4,6,5,61.1,58.0,5664,7.03,6.98,4.28,Near Colorless,26150.800000000003,40774.0
1.55,5,6,5,61.2,55.0,10286,7.49,7.47,4.58,Near Colorless,28029.6,41195.0
1.64,4,5,2,61.9,58.0,9224,7.58,7.54,4.68,Near Colorless,28969.199999999993,43964.0
1.11,5,1,6,62.3,56.0,12390,6.59,6.64,4.12,Colorless,25667.6,36904.0
0.32,5,1,4,62.5,56.0,972,4.45,4.38,2.76,Colorless,17250.0,24920.0
0.98,1,5,2,67.9,60.0,2777,6.05,5.97,4.08,Near Colorless,27703.200000000004,36300.0
0.79,5,5,7,62.0,56.0,-1,5.92,5.96,3.68,Near Colorless,22816.0,33152.0
0.5,5,2,4,61.6,55.0,1624,5.09,5.14,3.15,Colorless,19404.0,27995.0
0.27,5,3,6,60.0,62.0,583,4.21,4.22,2.53,Colorless,15179.999999999998,26102.0
1.03,5,6,4,61.2,56.0,5378,6.5,6.51,3.98,Near Colorless,24357.600000000002,36400.0
1.04,4,5,7,60.4,58.0,5102,6.58,6.53,3.96,Near Colorless,23918.4,38164.0
0.81,4,4,5,62.1,58.0,3311,5.96,5.92,3.69,Near Colorless,22914.9,34568.0
0.31,4,1,4,61.2,59.0,942,4.37,4.32,2.66,Colorless,16279.200000000003,25783.0
1.0,4,3,3,62.1,60.0,4234,6.29,6.23,3.88,Colorless,24094.8,37740.0
0.41,5,4,5,61.5,56.0,961,4.79,4.77,2.94,Near Colorless,18081.0,26824.0
0.36,5,3,2,62.2,55.0,450,4.57,4.59,2.85,Colorless,17727.0,25135.000000000004
2.02,4,2,2,59.9,58.0,13677,8.18,8.14,4.89,Colorless,29291.1,47444.0
0.5,5,2,3,61.3,56.2,1601,5.12,5.14,3.15,Colorless,19309.5,28774.4
0.6,2,2,5,58.1,63.0,2065,5.53,5.63,3.24,Colorless,18824.4,34839.00000000001
0.77,3,4,3,62.7,57.0,2633,5.79,5.85,3.65,Near Colorless,22885.5,33003.0
1.01,3,1,2,62.2,60.0,4588,6.4,6.43,3.99,Colorless,24817.800000000003,38400.0
1.02,4,7,4,61.6,58.0,3513,6.4,6.35,3.93,Near Colorless,24208.800000000003,37120.00000000001
0.3,2,6,3,63.4,57.0,394,4.23,4.25,2.69,Near Colorless,17054.6,24111.0
0.71,3,5,4,61.8,58.0,2368,5.66,5.7,3.51,Near Colorless,21691.8,32828.0
1.23,4,3,5,61.3,60.0,9319,6.9,6.94,4.24,Colorless,25991.199999999997,41400.0
1.53,5,4,5,62.2,56.0,13994,7.36,7.31,4.56,Near Colorless,28363.2,41216.0
0.32,5,4,5,61.2,56.0,828,4.44,4.42,2.71,Near Colorless,16585.2,24864.0
1.0,2,4,7,63.8,60.0,7134,6.35,6.31,4.04,Near Colorless,25775.2,38100.0
1.09,3,2,2,62.2,58.0,5165,6.54,6.61,4.09,Colorless,25439.8,37932.0
1.01,4,3,5,62.4,61.0,7127,6.39,6.36,3.98,Colorless,24835.2,38979.0
0.54,5,1,4,61.2,56.0,1725,5.24,5.28,3.22,Colorless,19706.4,29344.0
0.81,5,2,2,62.0,55.0,2559,6.0,5.96,3.71,Colorless,23002.0,33000.0
0.34,5,5,8,60.8,56.0,988,4.56,4.55,2.77,Near Colorless,16841.6,25536.0
1.07,5,3,6,62.3,57.0,10061,6.56,6.58,4.09,Colorless,25480.699999999997,37391.99999999999
0.37,5,2,7,61.5,56.0,1179,4.64,4.59,2.84,Colorless,17466.0,25983.999999999996
1.02,3,4,5,61.9,58.0,6694,6.44,6.48,4.0,Near Colorless,24760.0,37352.00000000001
0.83,5,2,2,61.9,53.0,3049,6.08,6.04,3.75,Colorless,23212.5,32224.0
0.9,4,3,4,62.3,58.0,4838,6.16,6.14,3.83,Colorless,23860.899999999998,35728.0
1.1,5,1,4,62.0,56.0,8959,6.58,6.61,4.09,Colorless,25358.0,36848.0
0.5,3,1,4,60.8,56.0,1758,5.14,5.16,3.13,Colorless,19030.399999999998,28783.999999999996
0.52,5,2,3,63.0,54.0,1429,5.15,5.11,3.23,Colorless,20349.0,27810.000000000004
1.47,4,7,2,60.0,58.0,6223,7.36,7.31,4.4,Near Colorless,26400.0,42688.0
0.43,4,4,7,60.3,58.0,1207,4.87,4.91,2.95,Near Colorless,17788.5,28245.999999999996
0.43,4,1,3,61.0,57.0,993,4.88,4.85,2.97,Colorless,18117.0,27815.999999999996
0.51,5,4,8,62.9,58.0,2146,5.07,5.11,3.2,Near Colorless,20128.0,29406.0
1.51,2,6,3,63.7,61.0,8245,7.15,7.11,4.54,Near Colorless,28919.800000000003,43615.0
0.32,5,2,7,62.2,55.0,1061,4.41,4.37,2.73,Colorless,16980.600000000002,24255.0
1.6,5,3,3,62.2,55.0,12379,7.47,7.5,4.65,Colorless,28923.0,41085.0
0.5,3,2,6,62.4,55.0,2275,5.08,5.11,3.18,Colorless,19843.2,27939.999999999996
2.0,2,6,4,63.3,56.0,16544,7.98,8.03,5.07,Near Colorless,32093.1,44688.0
0.8,5,3,4,61.3,55.0,3913,5.98,6.0,3.67,Colorless,22497.1,32890.0
0.52,2,3,5,61.2,62.0,1710,5.12,5.05,3.11,Colorless,19033.2,31744.0
1.05,4,1,3,61.6,61.0,5351,6.55,6.5,4.02,Colorless,24763.199999999997,39955.0
1.6,4,3,3,60.5,58.0,12343,7.62,7.53,4.58,Colorless,27709.000000000004,44196.0
1.02,3,5,4,63.3,60.0,5255,6.42,6.38,4.05,Near Colorless,25636.499999999996,38520.0
0.3,5,1,5,62.2,57.0,718,4.26,4.29,2.66,Colorless,16545.200000000004,24282.0
0.26,5,2,6,62.3,57.0,769,4.09,4.06,2.54,Colorless,15824.199999999999,23313.0
0.33,4,1,5,60.3,61.0,933,4.51,4.48,2.71,Colorless,16341.299999999997,27511.0
0.41,5,4,5,60.8,57.0,961,4.84,4.8,2.93,Near Colorless,17814.4,27588.0
0.51,5,3,3,61.2,56.0,1322,5.19,5.21,3.18,Colorless,19461.600000000002,29064.000000000004
0.31,2,4,6,63.8,56.0,707,4.24,4.28,2.72,Near Colorless,17353.6,23744.0
0.37,4,3,3,61.5,59.0,616,4.59,4.62,2.83,Colorless,17404.5,27081.0
1.65,5,5,6,62.1,56.0,12225,7.68,7.65,4.76,Near Colorless,29559.6,43008.0
0.48,5,5,6,62.5,56.0,1590,4.98,5.02,3.12,Near Colorless,19500.0,27888.0
1.5,1,5,1,66.6,54.0,4939,7.05,7.01,4.68,Near Colorless,31168.799999999992,38070.0
0.7,4,3,3,59.5,57.0,2596,5.81,5.79,3.45,Colorless,20527.5,33116.99999999999
0.53,5,7,3,61.4,56.0,1042,5.2,5.23,3.2,Near Colorless,19648.0,29120.0
1.01,5,3,3,61.7,56.0,5932,6.45,6.48,3.99,Colorless,24618.300000000003,36120.0
0.57,3,2,2,58.8,57.3,1384,5.42,5.46,3.21,Colorless,18874.8,31056.6
0.7,3,1,3,61.0,59.0,2409,5.67,5.7,3.47,Colorless,21167.0,33453.0
1.27,4,1,2,58.9,59.0,5618,7.14,7.02,4.17,Colorless,24561.3,42126.0
0.73,3,6,4,62.2,57.0,2369,5.75,5.76,3.58,Near Colorless,22267.600000000002,32775.0
0.7,4,3,2,61.2,59.0,1792,5.75,5.72,3.51,Colorless,21481.199999999997,33925.0
0.72,3,3,3,62.3,57.0,2540,5.72,5.77,3.58,Colorless,22303.399999999998,32603.999999999996
0.61,5,2,7,62.2,56.0,3084,5.43,5.47,3.39,Colorless,21085.8,30408.0
1.52,5,4,3,60.7,57.0,9704,7.41,7.38,4.49,Near Colorless,27254.3,42237.0
0.3,5,6,3,62.2,57.0,506,4.27,4.25,2.65,Near Colorless,16483.0,24339.0
0.92,2,2,2,61.8,59.0,3744,6.11,6.19,3.8,Colorless,23483.999999999996,36049.0
0.33,5,5,3,63.0,57.0,610,4.41,4.39,2.77,Near Colorless,17451.0,25137.0
0.38,5,1,5,61.9,53.5,983,4.66,4.69,2.9,Colorless,17951.0,24931.0
0.58,3,2,7,59.4,63.0,2568,5.42,5.32,3.19,Colorless,18948.6,34146.0
0.39,4,4,7,59.9,59.0,1095,4.73,4.75,2.84,Near Colorless,17011.6,27907.000000000004
0.56,5,1,3,62.3,56.0,1814,5.33,5.26,3.3,Colorless,20558.999999999996,29848.0
1.06,3,5,5,62.2,59.0,5456,6.47,6.52,4.04,Near Colorless,25128.800000000003,38172.99999999999
1.3,5,4,8,62.3,56.0,12467,6.95,6.99,4.34,Near Colorless,27038.2,38920.0
1.27,5,4,4,62.8,54.0,8705,6.92,6.87,4.33,Near Colorless,27192.399999999998,37368.0
0.64,3,1,4,62.2,58.0,2297,5.49,5.54,3.43,Colorless,21334.600000000002,31842.0
0.31,4,4,6,62.9,58.0,907,4.31,4.27,2.7,Near Colorless,16983.0,24998.0
0.32,5,4,4,62.5,56.0,720,4.42,4.38,2.75,Near Colorless,17187.5,24752.0
0.25,3,4,7,61.7,56.0,525,4.07,4.09,2.51,Near Colorless,15486.699999999999,22792.0
2.01,5,6,2,62.5,55.0,13777,8.12,8.08,5.06,Near Colorless,31625.0,44660.0
0.55,3,7,3,62.5,57.0,965,5.22,5.24,3.27,Near Colorless,20437.5,29753.999999999996
0.3,5,5,4,61.9,55.0,496,4.28,4.31,2.66,Near Colorless,16465.4,23540.0
1.21,5,2,3,62.1,56.0,7955,6.83,6.88,4.26,Colorless,26454.6,38248.0
0.36,5,2,3,62.4,55.0,810,4.58,4.55,2.85,Colorless,17784.0,25190.0
0.39,3,2,2,63.0,61.0,650,4.62,4.65,2.92,Colorless,18396.0,28182.0
0.38,4,3,7,61.6,58.0,1200,4.63,4.66,2.86,Colorless,17617.6,26854.000000000004
0.3,5,6,6,62.2,56.0,495,4.25,4.3,2.66,Near Colorless,16545.200000000004,23800.0
0.72,5,5,2,61.5,56.0,2131,5.8,5.75,3.55,Near Colorless,21832.5,32480.0
1.15,4,2,2,61.7,60.0,4328,6.78,6.7,4.16,Colorless,25667.200000000004,40680.0
0.23,3,2,6,60.2,57.0,465,3.99,4.05,2.42,Colorless,14568.4,22743.0
1.5,3,5,5,60.7,58.0,10681,7.35,7.42,4.48,Near Colorless,27193.600000000002,42629.99999999999
1.01,2,2,2,63.7,58.0,4751,6.36,6.32,4.04,Colorless,25734.800000000003,36888.0
0.57,5,1,3,62.4,56.0,1847,5.32,5.29,3.31,Colorless,20654.4,29792.0
0.7,2,7,3,64.3,56.0,1442,5.62,5.57,3.6,Near Colorless,23148.0,31472.000000000004
0.72,3,3,4,63.0,54.0,2784,5.69,5.73,3.6,Colorless,22680.0,30726.000000000004
0.4,3,4,3,61.6,59.0,702,4.66,4.72,2.89,Near Colorless,17802.4,27494.0
0.36,2,5,3,63.6,57.0,665,4.53,4.49,2.87,Near Colorless,18253.2,25821.000000000004
0.37,5,1,4,61.3,56.0,1124,4.64,4.6,2.83,Colorless,17347.899999999998,25983.999999999996
0.38,3,2,8,59.5,57.0,1421,4.77,4.84,2.86,Colorless,17017.0,27189.0
1.01,1,3,2,67.3,62.0,3597,6.09,6.03,4.08,Colorless,27458.4,37758.0
1.01,4,4,2,60.6,59.0,3981,6.49,6.41,3.91,Near Colorless,23694.600000000002,38291.0
1.01,3,5,3,61.8,59.0,4876,6.37,6.41,3.95,Near Colorless,24411.0,37583.0
2.24,5,7,4,61.8,54.0,15316,8.41,8.36,5.18,Near Colorless,32012.399999999998,45414.0
1.06,4,4,2,61.1,62.0,4238,6.61,6.55,4.02,Near Colorless,24562.199999999997,40982.0
0.7,3,6,3,63.2,59.0,1890,5.59,5.62,3.54,Near Colorless,22372.8,32981.0
1.5,3,3,5,60.5,55.0,15585,7.39,7.48,4.5,Colorless,27225.0,40645.0
0.96,5,4,3,63.0,53.0,4301,6.24,6.21,3.92,Near Colorless,24696.0,33072.0
0.75,4,3,2,60.9,58.0,2274,5.88,5.91,3.59,Colorless,21863.1,34104.0
0.52,5,5,3,61.9,56.0,1098,5.16,5.22,3.2,Near Colorless,19808.0,28896.000000000004
1.0,3,3,3,59.4,60.0,4961,6.47,6.52,3.86,Colorless,22928.399999999998,38820.0
1.5,4,5,8,63.0,59.0,13107,7.3,7.23,4.58,Near Colorless,28854.000000000004,43070.0
0.67,4,3,3,61.3,59.0,1809,5.65,5.63,3.46,Colorless,21209.8,33335.0
0.36,4,5,5,60.8,59.0,810,4.62,4.59,2.8,Near Colorless,17023.999999999996,27258.0
0.4,2,2,5,63.8,57.0,1138,4.72,4.69,3.0,Colorless,19139.999999999996,26903.999999999996
0.33,5,1,4,62.1,55.0,781,4.43,4.46,2.76,Colorless,17139.6,24364.999999999996
1.01,3,3,6,61.1,58.0,9065,6.43,6.47,3.94,Colorless,24073.4,37294.0
0.53,3,4,2,60.8,58.0,1070,5.19,5.21,3.16,Near Colorless,19212.8,30102.000000000004
0.73,5,2,2,62.8,55.0,2431,5.73,5.76,3.61,Colorless,22670.799999999996,31515.000000000004
0.43,5,6,7,62.2,57.0,905,4.81,4.84,3.0,Near Colorless,18660.000000000004,27416.999999999996
1.02,5,5,2,61.0,58.0,4360,6.5,6.54,3.98,Near Colorless,24278.0,37700.0
1.54,5,4,2,62.3,60.0,8923,7.29,7.34,4.56,Near Colorless,28408.799999999996,43740.0
0.38,5,1,5,62.2,57.0,1140,4.66,4.63,2.89,Colorless,17975.8,26562.0
0.31,5,2,4,61.6,56.0,872,4.38,4.32,2.68,Colorless,16508.800000000003,24528.0
0.38,3,3,3,61.5,54.0,660,4.69,4.71,2.89,Colorless,17773.5,25326.000000000004
1.03,5,4,5,62.0,57.0,7119,6.45,6.48,4.0,Near Colorless,24800.0,36765.0
0.53,5,3,5,61.6,55.0,1740,5.24,5.21,3.22,Colorless,19835.2,28820.0
2.02,3,4,2,63.1,57.0,12094,8.01,7.97,5.04,Near Colorless,31802.4,45657.0
0.41,5,2,6,61.4,53.9,1186,4.79,4.81,2.95,Colorless,18113.0,25818.1
2.25,4,5,2,62.8,59.0,18034,0.0,0.0,0.0,Near Colorless,0.0,0.0
1.25,3,7,5,60.4,60.0,5628,6.99,7.08,4.25,Near Colorless,25670.0,41940.0
1.5,5,6,1,61.3,57.0,5593,7.36,7.39,4.52,Near Colorless,27707.599999999995,41952.00000000001
0.71,5,4,3,61.9,56.0,3007,5.73,5.76,3.55,Near Colorless,21974.499999999996,32088.0
0.32,4,4,4,58.4,57.0,672,4.53,4.51,2.64,Near Colorless,15417.600000000002,25821.000000000004
1.13,5,4,4,62.7,56.0,7016,6.65,6.61,4.16,Near Colorless,26083.2,37240.0
1.03,4,2,2,61.0,60.0,4522,6.53,6.46,3.96,Colorless,24156.0,39180.0
0.61,5,5,8,62.0,54.4,2438,5.44,5.47,3.38,Near Colorless,20956.0,29593.600000000002
0.31,5,2,6,61.7,56.0,1046,4.36,4.33,2.68,Colorless,16535.600000000002,24416.000000000004
1.03,1,4,2,65.7,59.0,2942,6.3,6.24,4.12,Near Colorless,27068.4,37170.0
0.9,3,1,3,59.4,62.0,4381,6.19,6.24,3.69,Colorless,21918.6,38378.0
0.99,1,6,2,68.1,56.0,2811,6.21,6.06,4.18,Near Colorless,28465.799999999996,34776.0
0.54,5,5,5,61.0,56.0,1560,5.25,5.27,3.21,Near Colorless,19581.0,29400.0
1.01,2,1,3,58.3,59.0,5747,6.59,6.61,3.85,Colorless,22445.5,38881.0
1.06,5,3,6,61.1,57.0,8776,6.62,6.57,4.03,Colorless,24623.300000000003,37734.0
0.64,2,7,2,64.7,54.0,1141,5.39,5.43,3.5,Near Colorless,22645.0,29106.0
1.13,5,5,3,62.0,57.0,4959,6.66,6.73,4.15,Near Colorless,25730.0,37962.0
0.36,2,3,5,63.9,54.0,905,4.52,4.5,2.88,Colorless,18403.199999999997,24408.0
0.3,4,3,4,62.5,58.0,605,4.26,4.28,2.67,Colorless,16687.5,24708.0
0.55,5,4,4,60.4,56.0,1854,5.38,5.31,3.23,Near Colorless,19509.199999999997,30127.999999999996
1.53,4,7,5,60.1,59.0,8058,7.47,7.51,4.5,Near Colorless,27045.0,44072.99999999999
0.32,5,3,5,61.3,56.0,702,4.4,4.44,2.71,Colorless,16612.3,24640.000000000004
0.76,5,4,4,61.3,56.0,2782,5.9,5.94,3.63,Near Colorless,22251.899999999998,33040.0
1.22,4,5,3,61.8,57.0,6776,6.86,6.82,4.23,Near Colorless,26141.399999999998,39102.00000000001
0.34,5,1,3,62.7,56.0,803,4.48,4.45,2.8,Colorless,17556.0,25088.000000000004
0.49,4,4,4,59.8,59.0,1240,5.16,5.14,3.08,Near Colorless,18418.4,30444.0
0.38,5,2,5,61.6,56.0,924,4.65,4.7,2.88,Colorless,17740.8,26040.000000000004
0.23,3,1,7,59.7,58.0,458,3.97,4.04,2.39,Colorless,14268.300000000003,23026.000000000004
0.57,5,4,6,61.7,56.0,2095,5.3,5.33,3.28,Near Colorless,20237.600000000002,29680.0
2.28,4,5,2,62.1,59.0,17892,8.4,8.44,5.23,Near Colorless,32478.300000000003,49560.0
0.34,5,2,2,62.4,57.0,477,4.47,4.5,2.8,Colorless,17472.0,25479.0
0.4,5,7,3,61.2,56.0,820,4.77,4.81,2.93,Near Colorless,17931.600000000002,26712.0
1.05,5,1,4,61.7,59.0,7965,6.5,6.53,4.02,Colorless,24803.399999999998,38350.0
0.34,2,1,7,57.4,62.0,957,4.67,4.71,2.69,Colorless,15440.6,28954.000000000004
1.01,5,3,5,62.0,57.0,7465,6.39,6.45,3.98,Colorless,24676.0,36422.99999999999
0.91,4,4,2,60.4,61.0,3376,6.28,6.21,3.77,Near Colorless,22770.8,38308.00000000001
0.33,5,5,8,60.6,57.0,959,4.51,4.5,2.73,Near Colorless,16543.800000000003,25707.0
0.62,5,4,6,61.6,56.0,2861,5.48,5.51,3.38,Near Colorless,20820.8,30688.0
0.3,5,5,3,63.0,54.0,540,4.3,4.27,2.7,Near Colorless,17010.000000000004,23220.0
0.9,3,2,2,62.6,60.0,3662,6.09,6.18,3.84,Colorless,24038.399999999998,36540.0
0.37,3,6,6,60.9,58.0,714,4.64,4.68,2.84,Near Colorless,17295.6,26912.0
1.01,1,3,2,64.8,55.0,3477,6.37,6.26,4.1,Colorless,26567.999999999996,35035.0
0.32,5,5,7,61.6,55.0,730,4.4,4.43,2.72,Near Colorless,16755.2,24200.000000000004
2.11,3,1,2,60.9,60.0,18407,8.21,8.28,5.02,Colorless,30571.799999999996,49260.0
1.53,4,4,3,62.3,58.0,11421,7.35,7.3,4.56,Near Colorless,28408.799999999996,42629.99999999999
